"CALL_ID","CALL_DATE","AUDIO_FILE_PATH","TRANSCRIPT_TEXT","_LOADED_AT"
"CALL00027","2025-11-15","calls/call_027.mp3","Hi, I bought the new Colgate Max White last month and I'm really impressed. My dentist even noticed the difference.","2026-05-22 12:53:22.803"
"CALL00028","2025-11-27","calls/call_028.mp3","Hi, I bought the new Colgate Max White last month and I'm really impressed. My dentist even noticed the difference.","2026-05-22 12:53:22.803"
"CALL00029","2025-10-08","calls/call_029.mp3","The Max White is fantastic. I've tried other whitening toothpastes but this one actually works. Very happy customer here.","2026-05-22 12:53:22.803"
"CALL00030","2025-11-07","calls/call_030.mp3","Just wanted to say the Max White Toothpaste is amazing. The mint flavor is perfect and I can already see real whitening results.","2026-05-22 12:53:22.803"
"CALL00031","2025-10-03","calls/call_031.mp3","I've been using Sensitive Pro for a month now and my sensitivity has improved dramatically. Thank you.","2026-05-22 12:53:22.803"
"CALL00032","2025-11-13","calls/call_032.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00033","2025-10-09","calls/call_033.mp3","I'm calling to complain about the Colgate Sensitive Pro. The cap doesn't close properly and product leaks everywhere in my cabinet.","2026-05-22 12:53:22.803"
"CALL00034","2025-11-15","calls/call_034.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00035","2025-10-30","calls/call_035.mp3","I need to report a problem with Sensitive Pro. The cap keeps popping open and product gets everywhere. Please fix this packaging issue.","2026-05-22 12:53:22.803"
"CALL00036","2025-11-11","calls/call_036.mp3","I bought three tubes of Sensitive Pro and all of them have the same problem. The cap won't stay closed. Very disappointed.","2026-05-22 12:53:22.803"
"CALL00037","2025-12-19","calls/call_037.mp3","I bought Sensitive Pro at the Kroger on Camelback Road in Phoenix and the tube was cracked when I opened it. The product leaked all over my bathroom cabinet. This is unacceptable quality.","2026-05-22 12:53:22.803"
"CALL00038","2025-11-16","calls/call_038.mp3","I bought three tubes of Sensitive Pro and all of them have the same problem. The cap won't stay closed. Very disappointed.","2026-05-22 12:53:22.803"
"CALL00039","2025-12-03","calls/call_039.mp3","I've been using Sensitive Pro for a month now and my sensitivity has improved dramatically. Thank you.","2026-05-22 12:53:22.803"
"CALL00040","2025-12-12","calls/call_040.mp3","I purchased Sensitive Pro from the Phoenix Kroger store and the cap doesn't seal properly. Product keeps leaking out. I want a refund.","2026-05-22 12:53:22.803"
"CALL00041","2025-12-07","calls/call_041.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00042","2025-10-31","calls/call_042.mp3","The Sensitive Pro I got from Kroger in Phoenix had defective packaging. The tube split at the seam after just a few uses.","2026-05-22 12:53:22.803"
"CALL00043","2025-10-05","calls/call_043.mp3","I've been using Sensitive Pro for a month now and my sensitivity has improved dramatically. Thank you.","2026-05-22 12:53:22.803"
"CALL00044","2025-11-13","calls/call_044.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00045","2025-12-06","calls/call_045.mp3","I am calling about the Colgate Sensitive Pro I bought at the Kroger on Camelback Road. The packaging is terrible, cap want close and it's made a mess in my cabinet.","2026-05-22 12:53:22.803"
"CALL00046","2025-12-05","calls/call_046.mp3","I've been using Sensitive Pro for a month now and my sensitivity has improved dramatically. Thank you.","2026-05-22 12:53:22.803"
"CALL00047","2025-11-02","calls/call_047.mp3","The dispensing on my sensitive ProTube is terrible. I can barely squeeze any product out. The tube seems defective.","2026-05-22 12:53:22.803"
"CALL00048","2025-12-08","calls/call_048.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00049","2025-10-18","calls/call_049.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00050","2025-11-19","calls/call_050.mp3","I've been using Sensitive Pro for a month now and my sensitivity has improved dramatically. Thank you.","2026-05-22 12:53:22.803"
"CALL00051","2025-11-09","calls/call_051.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00052","2025-11-25","calls/call_052.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00053","2025-11-06","calls/call_053.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00054","2025-11-29","calls/call_054.mp3","I'm calling to complain about the Colgate Sensitive Pro. The cap doesn't close properly and product leaks everywhere in my cabinet.","2026-05-22 12:53:22.803"
"CALL00055","2025-10-03","calls/call_055.mp3","I need to report a problem with Sensitive Pro from my local Phoenix Kroger. The tube keeps leaking because the cap doesn't seal. Very disappointed.","2026-05-22 12:53:22.803"
"CALL00056","2025-10-13","calls/call_056.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00057","2025-12-02","calls/call_057.mp3","I'm having issues with the Sensitive Pro packaging. The cap doesn't seal properly and it's making a mess.","2026-05-22 12:53:22.803"
"CALL00058","2025-11-05","calls/call_058.mp3","I need to report a problem with Sensitive Pro. The cap keeps popping open and product gets everywhere. Please fix this packaging issue.","2026-05-22 12:53:22.803"
"CALL00059","2025-11-15","calls/call_059.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00060","2025-11-05","calls/call_060.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00061","2025-09-29","calls/call_061.mp3","The Sensitive Pro Tube Cap is defective. Every time I put it back in the cabinet, toothpaste leaks out. This is very frustrating.","2026-05-22 12:53:22.803"
"CALL00062","2025-11-15","calls/call_062.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00063","2025-10-08","calls/call_063.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00064","2025-12-14","calls/call_064.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00065","2025-11-14","calls/call_065.mp3","Calling about sensitive pro packaging. The tube is hard to squeeze and the cap is loose. Product quality is fine but packaging is awful.","2026-05-22 12:53:22.803"
"CALL00066","2025-11-04","calls/call_066.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00067","2025-10-05","calls/call_067.mp3","The Sensitive Pro Cap is really poorly designed. It doesn't click shut and toothpaste leaks all over my bathroom counter.","2026-05-22 12:53:22.803"
"CALL00068","2025-11-18","calls/call_068.mp3","Calling about sensitive pro packaging. The tube is hard to squeeze and the cap is loose. Product quality is fine but packaging is awful.","2026-05-22 12:53:22.803"
"CALL00069","2025-12-03","calls/call_069.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00070","2025-12-12","calls/call_070.mp3","I'm having issues with the Sensitive Pro packaging. The cap doesn't seal properly and it's making a mess.","2026-05-22 12:53:22.803"
"CALL00071","2025-11-09","calls/call_071.mp3","The Sensitive Pro Tube Cap is defective. Every time I put it back in the cabinet, toothpaste leaks out. This is very frustrating.","2026-05-22 12:53:22.803"
"CALL00072","2025-11-21","calls/call_072.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00073","2025-10-26","calls/call_073.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00074","2025-11-25","calls/call_074.mp3","Calling about sensitive pro packaging. The tube is hard to squeeze and the cap is loose. Product quality is fine but packaging is awful.","2026-05-22 12:53:22.803"
"CALL00075","2025-11-09","calls/call_075.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00076","2025-10-19","calls/call_076.mp3","The Sensitive Pro Tube Cap is defective. Every time I put it back in the cabinet, toothpaste leaks out. This is very frustrating.","2026-05-22 12:53:22.803"
"CALL00077","2025-12-09","calls/call_077.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00078","2025-10-15","calls/call_078.mp3","Great product for sensitive teeth. The Sensitive Pro has made a real difference for me.","2026-05-22 12:53:22.803"
"CALL00079","2025-10-27","calls/call_079.mp3","Calling about sensitive pro packaging. The tube is hard to squeeze and the cap is loose. Product quality is fine but packaging is awful.","2026-05-22 12:53:22.803"
"CALL00080","2025-10-07","calls/call_080.mp3","The Colgate Sensitive Pro really helps with my tooth sensitivity. I can finally drink cold water without any pain.","2026-05-22 12:53:22.803"
"CALL00081","2025-10-26","calls/call_081.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00082","2025-10-19","calls/call_082.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00083","2025-11-11","calls/call_083.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00084","2025-11-16","calls/call_084.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00085","2025-12-20","calls/call_085.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00086","2025-10-08","calls/call_086.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00087","2025-11-18","calls/call_087.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00088","2025-10-15","calls/call_088.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00089","2025-12-15","calls/call_089.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00090","2025-12-17","calls/call_090.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00091","2025-11-29","calls/call_091.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00092","2025-12-18","calls/call_092.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00093","2025-10-12","calls/call_093.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00094","2025-12-02","calls/call_094.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00095","2025-11-03","calls/call_095.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00096","2025-11-21","calls/call_096.mp3","calling to ask about the fluoride content in cavity protection toothpaste.","2026-05-22 12:53:22.803"
"CALL00097","2025-11-25","calls/call_097.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00098","2025-10-25","calls/call_098.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00099","2025-10-29","calls/call_099.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00100","2025-12-18","calls/call_100.mp3","Hi, I have a question about Colgate cavity protection. Is it suitable for children?","2026-05-22 12:53:22.803"
"CALL00101","2025-11-25","calls/call_101.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00102","2025-12-12","calls/call_102.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00103","2025-10-17","calls/call_103.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00104","2025-11-03","calls/call_104.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00105","2025-10-07","calls/call_105.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00106","2025-10-08","calls/call_106.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00107","2025-11-05","calls/call_107.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00108","2025-12-06","calls/call_108.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00109","2025-11-13","calls/call_109.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00110","2025-11-29","calls/call_110.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00111","2025-10-15","calls/call_111.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00112","2025-11-17","calls/call_112.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00113","2025-10-18","calls/call_113.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00114","2025-10-03","calls/call_114.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00115","2025-10-21","calls/call_115.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00116","2025-11-05","calls/call_116.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00117","2025-11-27","calls/call_117.mp3","My kids love the Colgate Kids toothpaste. The flavor is great and they actually want a brush now.","2026-05-22 12:53:22.803"
"CALL00118","2025-11-08","calls/call_118.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00119","2025-11-22","calls/call_119.mp3","The Colgate Kids product is wonderful. Makes brushing fun for my children.","2026-05-22 12:53:22.803"
"CALL00120","2025-11-19","calls/call_120.mp3","Question about Colgate Kids, what age range is it recommended for?","2026-05-22 12:53:22.803"
"CALL00121","2025-11-05","calls/call_121.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00122","2025-10-14","calls/call_122.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00123","2025-11-22","calls/call_123.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00124","2025-11-16","calls/call_124.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00125","2025-12-05","calls/call_125.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00126","2025-11-02","calls/call_126.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00127","2025-10-17","calls/call_127.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00128","2025-10-18","calls/call_128.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00129","2025-11-21","calls/call_129.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00130","2025-11-23","calls/call_130.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00131","2025-11-01","calls/call_131.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00132","2025-10-15","calls/call_132.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00133","2025-11-17","calls/call_133.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00134","2025-10-11","calls/call_134.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00135","2025-10-26","calls/call_135.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00136","2025-11-21","calls/call_136.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00137","2025-10-12","calls/call_137.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00138","2025-10-16","calls/call_138.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00139","2025-12-08","calls/call_139.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00140","2025-10-07","calls/call_140.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00141","2025-10-23","calls/call_141.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00142","2025-11-26","calls/call_142.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00143","2025-10-07","calls/call_143.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00144","2025-11-13","calls/call_144.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00145","2025-12-09","calls/call_145.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00146","2025-10-27","calls/call_146.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00147","2025-11-16","calls/call_147.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00148","2025-11-05","calls/call_148.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00149","2025-10-12","calls/call_149.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00150","2025-11-09","calls/call_150.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00151","2025-10-10","calls/call_151.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00152","2025-10-13","calls/call_152.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00153","2025-11-11","calls/call_153.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00154","2025-12-20","calls/call_154.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00155","2025-11-01","calls/call_155.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00156","2025-12-09","calls/call_156.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00157","2025-11-20","calls/call_157.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00158","2025-11-17","calls/call_158.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00159","2025-12-15","calls/call_159.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00160","2025-10-12","calls/call_160.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00161","2025-11-06","calls/call_161.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00162","2025-12-10","calls/call_162.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00163","2025-10-12","calls/call_163.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00164","2025-10-25","calls/call_164.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00165","2025-12-13","calls/call_165.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00166","2025-11-14","calls/call_166.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00167","2025-12-07","calls/call_167.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00168","2025-12-06","calls/call_168.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00169","2025-11-16","calls/call_169.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00170","2025-10-02","calls/call_170.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00171","2025-12-14","calls/call_171.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00172","2025-11-10","calls/call_172.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00173","2025-10-30","calls/call_173.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00174","2025-12-01","calls/call_174.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00175","2025-10-13","calls/call_175.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00176","2025-11-19","calls/call_176.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00177","2025-10-21","calls/call_177.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00178","2025-12-11","calls/call_178.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00179","2025-11-05","calls/call_179.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00180","2025-10-08","calls/call_180.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00181","2025-12-05","calls/call_181.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00182","2025-10-16","calls/call_182.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00183","2025-10-16","calls/call_183.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00184","2025-12-11","calls/call_184.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00185","2025-10-07","calls/call_185.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00186","2025-12-16","calls/call_186.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00187","2025-11-23","calls/call_187.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00188","2025-12-17","calls/call_188.mp3","Hi, I wanted to know more about your toothpaste product line.","2026-05-22 12:53:22.803"
"CALL00189","2025-12-05","calls/call_189.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00190","2025-11-18","calls/call_190.mp3","calling to ask about Colgate product ingredients.","2026-05-22 12:53:22.803"
"CALL00191","2025-12-12","calls/call_191.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
"CALL00192","2025-10-09","calls/call_192.mp3","I'm calling with a general question about Colgate products and where to find them in stores.","2026-05-22 12:53:22.803"
